name,record,fighter_url,height,weight,reach,stance,dob,slpm,str_acc,sapm,str_def,td_avg,td_acc,td_def,sub_avg
Jared Rosholt,14-4-0,http://ufcstats.com/fighter-details/91ea901c458e95dd,"6' 2""",265 lbs.,"75""",Orthodox,"Aug 04, 1986",2.08,46,1.52,59,1.83,41,66,0.1
Kevin Rosier,2-6-0,http://ufcstats.com/fighter-details/598a58db87b890ee,"6' 4""",275 lbs.,--,Orthodox,--,0.0,0,0.0,0,0.0,0,0,0.0
Zach Rosol,3-2-0,http://ufcstats.com/fighter-details/208b6926916867c7,--,243 lbs.,--,,--,0.0,0,14.21,25,0.0,0,0,0.0
Shannon Ross,13-9-0,http://ufcstats.com/fighter-details/51c655162e462ceb,"5' 6""",125 lbs.,"66""",Switch,"May 12, 1989",5.96,39,7.39,55,0.0,0,100,0.0
Nick Rossborough,26-19-1,http://ufcstats.com/fighter-details/ff3a915256b899c0,"6' 5""",205 lbs.,--,,"Nov 18, 1981",2.8,35,4.33,35,0.0,0,100,0.0
Kristian Rothaermel,4-3-0,http://ufcstats.com/fighter-details/af49a6c491ca22a3,"6' 0""",205 lbs.,--,Open Stance,"Jan 31, 1972",0.75,50,2.49,41,0.0,0,0,0.0
Ben Rothwell,39-14-0,http://ufcstats.com/fighter-details/bd58d34e39b7b12a,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",3.71,42,4.63,47,0.68,34,70,0.4
Rick Roufus,4-6-0,http://ufcstats.com/fighter-details/872b018076f831b0,"6' 0""",207 lbs.,--,Southpaw,"Jun 03, 1966",0.53,33,1.06,33,0.0,0,50,0.0
Khalil Rountree Jr.,15-7-0 (1 NC),http://ufcstats.com/fighter-details/749f572d1d3161fb,"6' 1""",205 lbs.,"76""",Southpaw,"Feb 26, 1990",3.88,40,4.33,49,0.0,0,58,0.1
Ronda Rousey,12-2-0,http://ufcstats.com/fighter-details/8bdac25ce0bb874d,"5' 7""",135 lbs.,"66""",Orthodox,"Feb 01, 1987",4.17,52,4.14,44,6.26,68,50,4.8
Ray Routh,2-1-0,http://ufcstats.com/fighter-details/cba3a2dfbc06ce79,"5' 8""",185 lbs.,--,Orthodox,--,0.54,21,3.22,28,2.69,33,0,0.0
Roberta Rovel,4-1-0,http://ufcstats.com/fighter-details/9d7fbf438766791f,"5' 8""",145 lbs.,--,,--,0.87,46,3.0,26,0.0,0,100,0.0
Phil Rowe,11-7-0,http://ufcstats.com/fighter-details/8e382b585a92affe,"6' 3""",170 lbs.,"80""",Orthodox,"Jul 18, 1990",3.51,49,4.15,50,0.46,36,53,0.2
Cam Rowston,14-3-0,http://ufcstats.com/fighter-details/8ebc3a8da015d70c,"6' 3""",185 lbs.,"78""",Orthodox,"Jan 19, 1995",4.26,46,2.62,51,0.5,50,33,0.5
Kain Royer,2-2-0,http://ufcstats.com/fighter-details/712aa894b3a344df,--,185 lbs.,--,,--,0.0,0,1.63,14,0.0,0,0,4.1
Brad Royster,1-2-0,http://ufcstats.com/fighter-details/09f8c233de88998d,--,135 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Brandon Royval,17-9-0,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,"5' 9""",125 lbs.,"68""",Southpaw,"Aug 16, 1992",5.54,41,4.25,43,0.65,75,45,1.1
Jairzinho Rozenstruik,15-6-0,http://ufcstats.com/fighter-details/2cd428e9606856fd,"6' 2""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",3.48,48,2.63,52,0.0,0,72,0.0
Mauricio Rua,27-14-1,http://ufcstats.com/fighter-details/140745cbbcb023ac,"6' 1""",205 lbs.,"76""",Orthodox,"Nov 25, 1981",3.57,50,2.79,54,2.01,48,49,0.7
Murilo Rua,20-13-1,http://ufcstats.com/fighter-details/90e7447d8b7f3f35,"5' 11""",185 lbs.,--,Orthodox,"May 22, 1980",2.48,45,1.85,53,1.97,45,37,1.2
Marco Ruas,9-4-2,http://ufcstats.com/fighter-details/597db668b01c442c,"6' 1""",210 lbs.,--,Orthodox,"Jan 23, 1961",0.0,0,0.0,0,0.0,0,0,0.0
Rodrigo Ruas,4-5-1 (1 NC),http://ufcstats.com/fighter-details/94070f6544c4b2a5,"5' 10""",185 lbs.,--,Orthodox,"Oct 06, 1977",1.28,35,7.0,41,0.0,0,0,0.0
Rodolfo Rubio Perez,10-16-1,http://ufcstats.com/fighter-details/c4731f43693b96b8,"5' 5""",145 lbs.,--,Orthodox,"Jan 29, 1987",1.13,36,1.0,62,2.0,33,33,0.0
Robert Ruchala,11-2-0,http://ufcstats.com/fighter-details/92aed9d16794f42b,"5' 8""",145 lbs.,"72""",Switch,"May 15, 1998",2.27,35,3.27,57,2.0,33,0,0.0
Gabe Ruediger,18-8-0,http://ufcstats.com/fighter-details/ccba80d4820ef557,"5' 10""",155 lbs.,--,Orthodox,"Aug 29, 1977",1.7,31,5.16,41,2.04,11,28,0.0
Mauricio Ruffy,13-2-0,http://ufcstats.com/fighter-details/9c393e836a852f30,"5' 11""",155 lbs.,"75""",Orthodox,"Jun 17, 1996",4.19,58,4.09,58,0.0,0,85,0.0
Eddie Ruiz,1-1-0,http://ufcstats.com/fighter-details/7b9aa973e5c04624,"5' 7""",155 lbs.,--,Orthodox,"Jun 10, 1967",0.2,25,1.4,47,2.0,12,0,0.0
Anthony Ruiz,33-22-0,http://ufcstats.com/fighter-details/657c21cb133f1445,"6' 2""",205 lbs.,--,Orthodox,"Nov 03, 1977",2.56,64,1.67,28,1.43,31,21,0.0
Paul Ruiz,7-4-0,http://ufcstats.com/fighter-details/babc0b19e89cec6e,"5' 6""",135 lbs.,--,,"Jun 23, 1987",1.4,33,1.4,75,0.0,0,100,20.9
Montserrat Conejo Ruiz,10-5-0,http://ufcstats.com/fighter-details/1235b31de15d0c6e,"5' 0""",115 lbs.,"61""",Southpaw,"Feb 03, 1993",2.21,29,6.19,44,1.75,50,44,0.6
Mike Russow,15-3-0 (1 NC),http://ufcstats.com/fighter-details/353de740bb6c7e75,"6' 1""",255 lbs.,"73""",Orthodox,"Sep 11, 1976",1.55,47,2.9,59,4.66,43,0,0.7
Bas Rutten,28-4-1,http://ufcstats.com/fighter-details/03688dc3c3af3ac1,"6' 1""",205 lbs.,--,Orthodox,"Feb 24, 1965",5.59,61,2.06,79,0.0,0,0,0.0
Mashrabjon Ruzibaev,20-4-1,http://ufcstats.com/fighter-details/e5a898f2a1afec67,"5' 8""",155 lbs.,"67""",Orthodox,"Feb 16, 1996",0.0,0,0.0,0,0.0,0,0,0.0
Nursulton Ruziboev,36-9-2 (2 NC),http://ufcstats.com/fighter-details/49d2a08964c5eb11,"6' 5""",185 lbs.,"76""",Orthodox,"Nov 19, 1993",2.59,46,2.89,48,0.75,66,33,0.0
Casey Ryan,7-3-0,http://ufcstats.com/fighter-details/5b1b383265433f51,--,185 lbs.,--,,"Jun 27, 1987",0.0,0,0.0,0,0.0,0,0,0.0
Yusup Saadulaev,16-4-1 (1 NC),http://ufcstats.com/fighter-details/b1669a810fae4220,"5' 6""",135 lbs.,--,,"Mar 31, 1985",0.57,45,0.96,66,5.73,60,0,1.0
Cameron Saaiman,9-3-0,http://ufcstats.com/fighter-details/3c8a5200436e19f3,"5' 8""",135 lbs.,"67""",Southpaw,"Dec 20, 2000",5.3,46,4.14,51,0.89,28,47,0.7
Pete Sabala,3-15-0,http://ufcstats.com/fighter-details/7956f026e2672c47,--,135 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Danny Sabatello,9-1-0,http://ufcstats.com/fighter-details/cb7ee07982de2a28,"5' 10""",135 lbs.,"71""",Orthodox,"Mar 31, 1993",2.07,57,0.2,25,3.0,75,100,1.0
Pat Sabatini,21-5-0,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,"5' 8""",145 lbs.,"70""",Orthodox,"Nov 09, 1990",1.69,59,1.09,50,4.48,50,50,1.5
Amir Sadollah,6-5-0,http://ufcstats.com/fighter-details/2650e2f846a30f64,"5' 10""",170 lbs.,"75""",Orthodox,"Aug 27, 1980",4.71,46,3.55,60,0.57,27,60,0.3
Nazim Sadykhov,11-2-1,http://ufcstats.com/fighter-details/ff62013d2fce6d13,"5' 10""",155 lbs.,"69""",Southpaw,"May 16, 1994",4.79,49,5.49,49,1.1,45,72,0.2
Frankie Saenz,13-7-0,http://ufcstats.com/fighter-details/9ba2226646046b63,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 12, 1980",3.94,47,3.5,52,1.74,31,61,0.1
Terrance Saeteurn,8-2-0,http://ufcstats.com/fighter-details/a78f7a9135eb6249,"5' 6""",125 lbs.,"67""",Orthodox,"May 30, 1995",3.82,40,3.82,52,0.0,0,0,0.0
Saparbeg Safarov,9-3-0,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f,"6' 1""",185 lbs.,"78""",Orthodox,"Oct 14, 1986",4.03,48,2.96,47,2.52,41,33,0.0
Tarec Saffiedine,16-7-0,http://ufcstats.com/fighter-details/0749d968e932df53,"5' 10""",170 lbs.,"70""",Switch,"Sep 06, 1986",4.05,47,3.06,62,0.52,36,84,0.1
Jason Saggo,12-4-0,http://ufcstats.com/fighter-details/4ac1ecf8ce59ef23,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 23, 1985",2.5,39,2.94,52,2.33,40,23,0.0
Kiru Sahota,12-3-0,http://ufcstats.com/fighter-details/296a120cb880477b,"5' 10""",125 lbs.,"73""",Orthodox,"May 28, 1995",4.05,52,2.64,41,0.92,33,50,0.5
Tatsuya Saika,11-5-0,http://ufcstats.com/fighter-details/cc4e571964b084d4,"6' 0""",155 lbs.,"73""",Orthodox,"Sep 18, 1990",6.67,44,9.91,43,0.0,0,66,0.0
Mridul Saikia,8-1-0,http://ufcstats.com/fighter-details/96c76dd695eb3b88,"5' 7""",125 lbs.,"68""",Orthodox,"May 09, 1997",0.91,28,2.74,36,0.0,0,0,0.0
Kaushik Saikumar,5-1-0,http://ufcstats.com/fighter-details/6a6c4709ebc5499a,"5' 10""",135 lbs.,"71""",Orthodox,"Dec 11, 1997",0.81,28,5.35,41,0.0,0,33,1.2
Benoit Saint Denis,17-3-0 (1 NC),http://ufcstats.com/fighter-details/c2299ec916bc7c56,"5' 11""",155 lbs.,"73""",Southpaw,"Dec 18, 1995",5.62,58,4.09,42,4.19,35,72,1.8
Ovince Saint Preux,27-18-0,http://ufcstats.com/fighter-details/50db8711c70196cd,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",3.03,47,3.33,47,1.09,36,67,0.5
Lukasz Sajewski,13-3-0,http://ufcstats.com/fighter-details/fb41432b622992a9,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",2.06,35,3.88,57,1.01,25,66,0.0
Yukio Sakaguchi,6-7-0,http://ufcstats.com/fighter-details/94a5aaf573f780ad,"5' 9""",185 lbs.,--,Orthodox,"Jul 26, 1973",0.3,25,2.4,50,4.5,100,0,9.0
Augusto Sakai,16-5-1,http://ufcstats.com/fighter-details/441eacbe20e0e80b,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",4.6,49,3.83,48,0.23,40,56,0.0
Alessio Sakara,19-11-0 (2 NC),http://ufcstats.com/fighter-details/7f955f71fa2ce7ac,"6' 0""",185 lbs.,"72""",Orthodox,"Sep 02, 1981",3.96,47,2.8,59,2.18,78,62,0.0
Wataru Sakata,11-14-0,http://ufcstats.com/fighter-details/d7907a9a968e4d29,"5' 9""",195 lbs.,--,Southpaw,"Mar 11, 1973",1.11,61,2.08,31,0.0,0,0,0.0
Gokhan Saki,1-2-0,http://ufcstats.com/fighter-details/4690d47bf725fd98,"6' 0""",205 lbs.,"73""",Orthodox,"Oct 19, 1983",7.09,58,4.57,53,0.0,0,100,0.0
Kazushi Sakuraba,26-17-1 (2 NC),http://ufcstats.com/fighter-details/9b5b5a75523728f3,"6' 0""",185 lbs.,--,Southpaw,"Jul 14, 1969",1.26,41,2.03,51,1.26,31,48,1.7
Hayato Sakurai,38-13-2,http://ufcstats.com/fighter-details/85e26e2468b4e82f,"5' 7""",168 lbs.,--,Orthodox,"Aug 24, 1975",2.45,49,1.94,59,1.87,69,56,0.3
Ryuta Sakurai,24-24-6,http://ufcstats.com/fighter-details/ff9578cdbfabd323,"5' 7""",183 lbs.,--,Orthodox,"Sep 18, 1971",1.8,48,3.44,58,0.52,100,36,1.6
Justin Salas,12-7-0,http://ufcstats.com/fighter-details/9b198c73e3d0d289,"5' 8""",155 lbs.,"70""",Southpaw,"Mar 13, 1982",3.42,43,2.96,68,2.43,20,0,0.0
Ivan Salaverry,14-9-0,http://ufcstats.com/fighter-details/394f55ebca199124,"6' 0""",185 lbs.,--,Orthodox,"Jan 11, 1971",3.01,47,1.19,76,0.49,18,36,2.5
Roman Salazar,10-6-0 (1 NC),http://ufcstats.com/fighter-details/72c4b253d2f5ebf2,"5' 7""",135 lbs.,--,Orthodox,"Feb 21, 1988",1.95,39,2.89,57,1.77,18,50,0.0
Luis Saldana,16-7-1,http://ufcstats.com/fighter-details/12e0fdc606f7e274,"5' 11""",145 lbs.,"73""",Orthodox,"Jan 27, 1991",5.16,50,3.65,60,0.64,17,44,0.2
John Salgado,4-8-1,http://ufcstats.com/fighter-details/3e36811b7bc1f6ad,"5' 10""",170 lbs.,--,,--,0.99,50,1.86,40,0.0,0,50,0.0
Muslim Salikhov,22-6-0,http://ufcstats.com/fighter-details/447f9858ae78f921,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",3.37,49,2.96,62,1.07,32,72,0.0
Gabriel Salinas-Jones,5-2-1,http://ufcstats.com/fighter-details/74d5f71eeb0c66c7,"6' 1""",245 lbs.,--,,"Nov 20, 1984",0.0,0,0.0,0,0.0,0,0,0.0
Brandon Saling,8-6-0,http://ufcstats.com/fighter-details/a049aa06508b9c7b,"5' 10""",170 lbs.,--,,"Jan 28, 1986",2.88,40,6.08,20,0.0,0,57,0.0
Quillan Salkilld,11-1-0,http://ufcstats.com/fighter-details/17734443a833cdf7,"6' 0""",155 lbs.,"75""",Orthodox,"Dec 28, 1999",5.16,57,3.24,44,7.95,36,90,0.8
Sean Salmon,18-21-0,http://ufcstats.com/fighter-details/7c0847d3854a95f2,"5' 10""",185 lbs.,--,Southpaw,"Sep 11, 1977",1.49,33,2.03,65,4.06,50,0,0.0
Boston Salmon,6-3-0,http://ufcstats.com/fighter-details/98e946879ba20c0f,"5' 9""",135 lbs.,"69""",Southpaw,"Nov 20, 1990",4.13,37,7.75,59,0.0,0,100,0.0
John Salter,14-3-0,http://ufcstats.com/fighter-details/010986ee359fb863,"6' 1""",185 lbs.,"74""",Southpaw,"Mar 21, 1985",1.68,32,1.68,68,2.85,46,66,0.5
Vinicius Salvador,14-7-0,http://ufcstats.com/fighter-details/65cdf4ec31143d86,"5' 7""",135 lbs.,"70""",Southpaw,"Jul 24, 1996",5.48,43,6.5,48,0.36,11,86,0.0
Dylan Salvador,5-2-0,http://ufcstats.com/fighter-details/a7a3fb5f6c67b122,"5' 9""",155 lbs.,"69""",Southpaw,"May 20, 1993",4.34,37,11.57,46,0.0,0,0,0.0
Josh Samman,13-4-0,http://ufcstats.com/fighter-details/9deff9e3e8d94d47,"6' 3""",185 lbs.,"79""",Orthodox,"Mar 14, 1988",2.08,52,2.47,34,1.09,33,33,0.4
Johnny Sampaio,3-1-0,http://ufcstats.com/fighter-details/b23388ff8ac6637b,"5' 8""",170 lbs.,--,Orthodox,"Sep 11, 1975",1.32,40,2.64,50,9.89,50,0,9.9
Josh Sampo,11-5-0,http://ufcstats.com/fighter-details/f65dcb22dada2223,"5' 4""",125 lbs.,"64""",Orthodox,"Jul 24, 1984",1.99,36,2.96,55,1.06,33,40,2.1
Josh San Diego,8-3-0,http://ufcstats.com/fighter-details/983e281d257c24dc,"5' 10""",135 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Samuel Sanches,11-1-0,http://ufcstats.com/fighter-details/438d497617ecb16e,"5' 10""",155 lbs.,"74""",Orthodox,"Jan 28, 2003",5.95,75,0.0,100,0.0,0,100,0.0
Diego Sanchez,31-13-0,http://ufcstats.com/fighter-details/82e7929bf6c2b689,"5' 10""",170 lbs.,"72""",Southpaw,"Dec 31, 1981",2.69,37,3.02,56,1.51,24,46,0.8
Eddie Sanchez,15-8-0,http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,"6' 2""",230 lbs.,"74""",Orthodox,"Nov 04, 1982",3.45,43,3.3,43,1.13,26,42,0.0
Julian Sanchez,0-1-0,http://ufcstats.com/fighter-details/c6da1c24fe473418,"6' 3""",300 lbs.,--,Orthodox,--,0.0,0,0.0,0,0.0,0,0,0.0
Bobby Sanchez,10-35-0,http://ufcstats.com/fighter-details/6a0047ac8c99fece,"5' 7""",155 lbs.,--,Orthodox,"Dec 15, 1989",0.0,0,0.0,100,0.0,0,100,0.0
Donald Sanchez,31-17-0,http://ufcstats.com/fighter-details/bb140b121283acbb,"5' 10""",145 lbs.,--,,"Aug 18, 1984",0.58,50,1.16,55,0.0,0,50,0.0
Joby Sanchez,11-4-0,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2,"5' 6""",135 lbs.,"68""",Orthodox,"Jun 24, 1991",3.22,36,2.82,63,0.95,71,51,0.4
Emmanuel Sanchez,15-3-0,http://ufcstats.com/fighter-details/243a336eaa2d2eb4,"5' 9""",145 lbs.,"71""",,"Aug 11, 1990",4.45,35,4.17,55,0.25,6,16,0.5
Erick Sanchez,8-3-0,http://ufcstats.com/fighter-details/ef3663798164adf0,"5' 10""",145 lbs.,--,,"Oct 04, 1990",0.0,0,0.0,0,0.0,0,0,0.0
Andrew Sanchez,13-7-0,http://ufcstats.com/fighter-details/fccf811c1e8b01c7,"6' 1""",185 lbs.,"74""",Orthodox,"Apr 08, 1988",4.3,43,5.1,50,2.55,36,100,0.0
Robert Sanchez,8-2-0,http://ufcstats.com/fighter-details/546f8599a63c29da,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 05, 1986",0.96,40,1.78,46,3.61,62,50,0.7
Jesse Sanders,23-7-0,http://ufcstats.com/fighter-details/59aaf2730b84698a,"6' 0""",170 lbs.,--,Orthodox,--,0.0,0,6.45,35,0.0,0,50,0.0
Luke Sanders,13-5-0,http://ufcstats.com/fighter-details/96428b9e9bd048ea,"5' 6""",135 lbs.,"67""",Southpaw,"Dec 12, 1985",6.61,52,4.37,50,0.71,30,72,0.2
Jerrod Sanders,16-3-0 (1 NC),http://ufcstats.com/fighter-details/12f1b140e248bdb9,"5' 8""",135 lbs.,"72""",Orthodox,"Oct 01, 1979",0.88,64,1.14,46,2.2,33,50,1.6
Cory Sandhagen,18-6-0,http://ufcstats.com/fighter-details/65f09bacd3957381,"5' 11""",135 lbs.,"70""",Switch,"Apr 20, 1992",4.86,45,3.47,56,1.15,34,56,0.2
Hugo Sandoval,2-3-0,http://ufcstats.com/fighter-details/9d51bcc281aa0514,--,135 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Raul Sandoval,3-3-0,http://ufcstats.com/fighter-details/f9ad10f6a49e5452,--,130 lbs.,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Joseph Sandoval,7-7-0,http://ufcstats.com/fighter-details/696002b59f09d73b,"5' 7""",135 lbs.,--,Southpaw,"May 11, 1986",1.82,42,12.12,60,0.0,0,0,0.0
Hector Sandoval,14-4-0,http://ufcstats.com/fighter-details/449c890bd90f3374,"5' 2""",125 lbs.,"64""",Orthodox,"Jul 19, 1986",3.31,52,2.33,65,3.49,25,71,1.4
Chris Sanford,5-1-0,http://ufcstats.com/fighter-details/29f935654825331b,"5' 11""",185 lbs.,--,Orthodox,"Mar 12, 1968",0.23,50,3.22,17,0.0,0,0,3.5
Roldan Sangcha'an,4-2-0,http://ufcstats.com/fighter-details/57887765f831e228,"5' 4""",125 lbs.,--,Orthodox,"Dec 04, 1990",2.71,46,2.15,51,1.94,60,68,0.0
Yuhi Sano,0-4-0,http://ufcstats.com/fighter-details/4c12aa7ca246e7a4,"5' 11""",243 lbs.,--,Orthodox,"Feb 02, 1965",0.0,0,0.0,0,0.0,0,0,0.0
Martin Sano,4-3-1,http://ufcstats.com/fighter-details/16a64f93f6678b7b,"5' 11""",170 lbs.,"75""",Orthodox,"May 30, 1991",4.0,33,12.0,40,0.0,0,0,0.0
Jonathan Santa Maria,3-4-0,http://ufcstats.com/fighter-details/3143e5daff9e5b71,"5' 9""",125 lbs.,--,,--,3.6,51,2.53,74,0.0,0,80,0.0
Duda Santana,3-1-0,http://ufcstats.com/fighter-details/d6ead04919a894b1,"5' 7""",145 lbs.,"73""",Orthodox,"Jan 10, 1996",6.01,39,2.72,73,6.44,60,0,0.0
Shaheen Santana,6-1-0,http://ufcstats.com/fighter-details/19809d475ed832d5,"6' 1""",155 lbs.,"75""",Orthodox,"Jun 04, 1991",0.82,42,1.65,40,0.0,0,0,2.8
Neemias Santana,7-3-1,http://ufcstats.com/fighter-details/86989ee8fe97884d,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 10, 1996",1.67,34,2.0,52,0.0,0,0,0.0
Sean Santella,17-6-1 (1 NC),http://ufcstats.com/fighter-details/39792c2f42c9f527,"5' 5""",125 lbs.,--,,"Oct 25, 1984",0.0,0,0.0,0,0.0,0,0,0.0
Jorge Santiago,25-12-0,http://ufcstats.com/fighter-details/f8dc544e7077d014,"6' 1""",170 lbs.,"75""",Orthodox,"Oct 09, 1980",1.69,35,2.62,56,0.58,30,52,0.8
Mike Santiago,19-12-0,http://ufcstats.com/fighter-details/bc656db347f31e19,"5' 10""",145 lbs.,"69""",Orthodox,"Jul 28, 1989",3.44,49,3.58,36,2.66,50,53,1.1
Will Santiago,9-5-0,http://ufcstats.com/fighter-details/4920292f5d9b76df,"5' 7""",185 lbs.,--,Orthodox,"Feb 08, 1983",1.47,39,5.53,56,1.0,50,100,0.0
Richie Santiago,7-2-0,http://ufcstats.com/fighter-details/9f95d6b5b459cc6b,"5' 7""",135 lbs.,"67""",Southpaw,"Oct 10, 1992",3.87,49,4.87,42,0.0,0,25,0.0
Jose Santibanez,10-3-0,http://ufcstats.com/fighter-details/8299206ccebc44a7,--,155 lbs.,--,,"Jan 18, 1980",0.0,0,0.0,0,0.0,0,0,0.0
Art Santore,18-8-0,http://ufcstats.com/fighter-details/012fc7cd0779c09a,"6' 2""",185 lbs.,--,,"Oct 26, 1972",1.4,12,7.31,52,0.0,0,100,0.0
Adriano Santos,0-1-0,http://ufcstats.com/fighter-details/c6e6926a81adcd00,--,--,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Paulo Santos,0-3-0,http://ufcstats.com/fighter-details/7ca4c3f8aa8bacae,--,--,--,,--,0.0,0,0.0,0,0.0,0,0,0.0
Evangelista Santos,21-18-0,http://ufcstats.com/fighter-details/99bf06f20491cb54,"5' 10""",170 lbs.,"76""",Orthodox,"Dec 12, 1977",3.94,36,6.01,49,0.78,100,50,0.4
Luis Santos,63-10-1 (1 NC),http://ufcstats.com/fighter-details/7701377be464d2ef,"6' 1""",170 lbs.,--,Southpaw,"Jan 02, 1980",4.4,57,4.0,64,0.0,0,0,0.0
Iliarde Santos,30-13-1 (1 NC),http://ufcstats.com/fighter-details/14aa21bc82cac57d,"5' 5""",125 lbs.,"67""",Orthodox,"Sep 25, 1980",3.0,30,6.1,57,1.66,23,83,0.0
Leonardo Santos,18-7-1,http://ufcstats.com/fighter-details/9c65736747ca92ec,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.82,46,3.4,54,0.88,25,86,0.2
Thiago Santos,22-11-0,http://ufcstats.com/fighter-details/dea070ed4a2a8281,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.72,48,2.57,53,0.88,33,65,0.1
Bruno Santos,15-2-0,http://ufcstats.com/fighter-details/da1d8d76404bb6b5,"5' 9""",185 lbs.,--,Orthodox,"Jul 17, 1987",1.18,46,2.27,56,3.0,37,66,0.3
Andre Santos,38-10-0,http://ufcstats.com/fighter-details/5b5b78116d1fc3eb,"6' 0""",170 lbs.,--,,--,2.77,34,4.17,41,2.5,29,75,0.0
Gleristone Santos,33-7-0,http://ufcstats.com/fighter-details/d12ee718fb35c35c,"5' 9""",145 lbs.,--,,"Aug 20, 1988",3.4,31,4.4,64,0.0,0,75,0.0
Yana Santos,17-8-0 (1 NC),http://ufcstats.com/fighter-details/3143bf892608139a,"5' 6""",135 lbs.,"68""",Orthodox,"Nov 11, 1989",4.41,57,3.12,52,0.78,47,51,0.1
Taila Santos,19-3-0,http://ufcstats.com/fighter-details/f7467152fd9f18a2,"5' 6""",125 lbs.,"68""",Orthodox,"Jun 22, 1993",3.39,48,2.64,58,2.0,76,86,1.1
Marilia Santos,10-3-0,http://ufcstats.com/fighter-details/4cb79988b2a9bd07,"5' 4""",125 lbs.,--,Orthodox,"Dec 12, 1992",4.4,54,4.07,53,1.0,100,66,1.0
Edivan Santos,12-3-1 (1 NC),http://ufcstats.com/fighter-details/78719f6663ad9160,"6' 4""",248 lbs.,"78""",Orthodox,"May 03, 1992",1.55,48,7.09,26,0.0,0,25,0.0
Daniel Santos,14-2-0,http://ufcstats.com/fighter-details/b67d6bacc68d4c92,"5' 7""",145 lbs.,"67""",Orthodox,"Mar 12, 1995",4.76,40,5.03,51,3.01,40,73,0.0
Gabriel Santos,12-2-0,http://ufcstats.com/fighter-details/f2f140ce7532e327,"5' 9""",145 lbs.,"70""",Orthodox,"Nov 28, 1996",4.35,60,4.31,45,3.8,54,87,1.2
Luana Santos,10-2-0,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 16, 2000",2.99,52,2.93,63,2.17,47,85,1.2
Djorden Santos,11-2-0,http://ufcstats.com/fighter-details/312f7d7b2b2f7de4,"6' 0""",185 lbs.,"75""",Orthodox,"Aug 01, 1997",7.0,44,5.98,48,0.67,33,86,0.0
Mairon Santos,18-1-0,http://ufcstats.com/fighter-details/480779d7f9a424d3,"5' 7""",145 lbs.,"72""",Orthodox,"Jun 10, 2000",3.33,48,2.24,65,0.0,0,69,0.0
Nick Sanzo,1-1-0,http://ufcstats.com/fighter-details/1d147d4163a6989b,"5' 9""",190 lbs.,--,,"Jan 16, 1963",0.0,0,0.0,0,0.0,0,0,0.0
Bob Sapp,11-20-0,http://ufcstats.com/fighter-details/9f3d6ddef3d3cccc,"6' 5""",350 lbs.,--,Orthodox,"Sep 22, 1974",3.19,55,1.88,49,0.58,100,72,0.0
Daniel Sarafian,10-6-0,http://ufcstats.com/fighter-details/7e47047d0971d566,"5' 9""",185 lbs.,"73""",Orthodox,"Aug 21, 1982",2.23,46,3.1,58,0.36,7,53,0.7
Jeka Saragih,14-5-0,http://ufcstats.com/fighter-details/57186c150c645200,"5' 8""",145 lbs.,"69""",Orthodox,"Jan 01, 1995",2.75,50,2.82,40,2.17,80,66,0.5
Diego Saraiva,22-20-1,http://ufcstats.com/fighter-details/4f4dac51adc1af4f,"5' 6""",155 lbs.,--,Orthodox,"Apr 23, 1982",1.64,32,3.58,62,1.33,40,0,0.7
Gokhan Saricam,11-2-0,http://ufcstats.com/fighter-details/1a97a3ef4c758fae,"6' 3""",265 lbs.,"75""",Orthodox,"Feb 26, 1991",0.0,0,0.0,0,0.0,0,0,0.0
Harris Sarmiento,36-26-0,http://ufcstats.com/fighter-details/026b4f7049085842,"5' 9""",155 lbs.,--,Orthodox,"Sep 09, 1983",0.84,25,3.46,36,2.36,60,57,0.0
Alexander Sarnavskiy,35-6-0,http://ufcstats.com/fighter-details/2097b1a5ff47dfb0,"5' 11""",155 lbs.,--,,"Jan 17, 1989",1.43,66,2.06,42,0.0,0,75,0.0
